,method,seed,k,epoch,train_test,tp,tn,fp,fn
593,original and cof,0,1,297,test,16,21,0,5
594,original and cof,0,1,298,train,134,270,16,152
595,original and cof,0,1,298,test,15,21,0,6
596,original and cof,0,1,299,train,134,268,18,152
597,original and cof,0,1,299,test,16,21,0,5
598,original and cof,0,1,300,train,134,270,16,152
599,original and cof,0,1,300,test,15,21,0,6
600,original and cof,0,1,301,train,134,268,18,152
601,original and cof,0,1,301,test,16,21,0,5
602,original and cof,0,1,302,train,134,270,16,152
603,original and cof,0,1,302,test,15,21,0,6
604,original and cof,0,1,303,train,134,268,18,152
605,original and cof,0,1,303,test,16,21,0,5
606,original and cof,0,1,304,train,134,270,16,152
607,original and cof,0,1,304,test,15,21,0,6
608,original and cof,0,1,305,train,134,268,18,152
609,original and cof,0,1,305,test,16,21,0,5
610,original and cof,0,1,306,train,134,270,16,152
611,original and cof,0,1,306,test,15,21,0,6
612,original and cof,0,1,307,train,134,269,17,152
613,original and cof,0,1,307,test,16,21,0,5
614,original and cof,0,1,308,train,134,270,16,152
615,original and cof,0,1,308,test,15,21,0,6
616,original and cof,0,1,309,train,134,269,17,152
617,original and cof,0,1,309,test,16,21,0,5
618,original and cof,0,1,310,train,134,272,14,152
619,original and cof,0,1,310,test,15,21,0,6
620,original and cof,0,1,311,train,136,269,17,150
621,original and cof,0,1,311,test,16,21,0,5
622,original and cof,0,1,312,train,134,272,14,152
623,original and cof,0,1,312,test,15,21,0,6
624,original and cof,0,1,313,train,136,269,17,150
625,original and cof,0,1,313,test,16,21,0,5
626,original and cof,0,1,314,train,134,272,14,152
627,original and cof,0,1,314,test,15,21,0,6
628,original and cof,0,1,315,train,136,270,16,150
629,original and cof,0,1,315,test,16,21,0,5
630,original and cof,0,1,316,train,134,272,14,152
631,original and cof,0,1,316,test,15,21,0,6
632,original and cof,0,1,317,train,136,270,16,150
633,original and cof,0,1,317,test,16,21,0,5
634,original and cof,0,1,318,train,134,274,12,152
635,original and cof,0,1,318,test,15,21,0,6
636,original and cof,0,1,319,train,136,270,16,150
637,original and cof,0,1,319,test,16,21,0,5
638,original and cof,0,1,320,train,134,274,12,152
639,original and cof,0,1,320,test,15,21,0,6
640,original and cof,0,1,321,train,136,270,16,150
641,original and cof,0,1,321,test,16,21,0,5
642,original and cof,0,1,322,train,134,274,12,152
643,original and cof,0,1,322,test,15,21,0,6
644,original and cof,0,1,323,train,136,270,16,150
645,original and cof,0,1,323,test,16,21,0,5
646,original and cof,0,1,324,train,134,274,12,152
647,original and cof,0,1,324,test,15,21,0,6
648,original and cof,0,1,325,train,136,270,16,150
649,original and cof,0,1,325,test,16,21,0,5
650,original and cof,0,1,326,train,134,274,12,152
651,original and cof,0,1,326,test,15,21,0,6
652,original and cof,0,1,327,train,138,270,16,148
653,original and cof,0,1,327,test,16,21,0,5
654,original and cof,0,1,328,train,134,274,12,152
655,original and cof,0,1,328,test,15,21,0,6
656,original and cof,0,1,329,train,141,270,16,145
657,original and cof,0,1,329,test,16,21,0,5
658,original and cof,0,1,330,train,136,274,12,150
659,original and cof,0,1,330,test,15,21,0,6
660,original and cof,0,1,331,train,142,270,16,144
661,original and cof,0,1,331,test,16,21,0,5
662,original and cof,0,1,332,train,136,274,12,150
663,original and cof,0,1,332,test,15,21,0,6
664,original and cof,0,1,333,train,145,270,16,141
665,original and cof,0,1,333,test,16,21,0,5
666,original and cof,0,1,334,train,136,274,12,150
667,original and cof,0,1,334,test,15,21,0,6
668,original and cof,0,1,335,train,145,270,16,141
669,original and cof,0,1,335,test,16,21,0,5
670,original and cof,0,1,336,train,136,274,12,150
671,original and cof,0,1,336,test,15,21,0,6
672,original and cof,0,1,337,train,145,270,16,141
673,original and cof,0,1,337,test,16,21,0,5
674,original and cof,0,1,338,train,136,274,12,150
675,original and cof,0,1,338,test,15,21,0,6
676,original and cof,0,1,339,train,145,270,16,141
677,original and cof,0,1,339,test,16,21,0,5
678,original and cof,0,1,340,train,136,274,12,150
679,original and cof,0,1,340,test,15,21,0,6
680,original and cof,0,1,341,train,145,270,16,141
681,original and cof,0,1,341,test,15,21,0,6
682,original and cof,0,1,342,train,136,275,11,150
683,original and cof,0,1,342,test,15,21,0,6
684,original and cof,0,1,343,train,147,270,16,139
685,original and cof,0,1,343,test,15,21,0,6
686,original and cof,0,1,344,train,136,275,11,150
687,original and cof,0,1,344,test,15,21,0,6
688,original and cof,0,1,345,train,148,270,16,138
689,original and cof,0,1,345,test,15,21,0,6
690,original and cof,0,1,346,train,136,275,11,150
691,original and cof,0,1,346,test,15,21,0,6
692,original and cof,0,1,347,train,149,270,16,137
693,original and cof,0,1,347,test,15,21,0,6
694,original and cof,0,1,348,train,137,275,11,149
695,original and cof,0,1,348,test,15,21,0,6
696,original and cof,0,1,349,train,150,270,16,136
697,original and cof,0,1,349,test,15,21,0,6
698,original and cof,0,1,350,train,139,275,11,147
699,original and cof,0,1,350,test,15,21,0,6
700,original and cof,0,1,351,train,150,270,16,136
701,original and cof,0,1,351,test,15,21,0,6
702,original and cof,0,1,352,train,141,275,11,145
703,original and cof,0,1,352,test,15,21,0,6
704,original and cof,0,1,353,train,151,270,16,135
705,original and cof,0,1,353,test,15,21,0,6
706,original and cof,0,1,354,train,142,275,11,144
707,original and cof,0,1,354,test,15,21,0,6
708,original and cof,0,1,355,train,151,270,16,135
709,original and cof,0,1,355,test,15,21,0,6
710,original and cof,0,1,356,train,143,275,11,143
711,original and cof,0,1,356,test,15,21,0,6
712,original and cof,0,1,357,train,153,270,16,133
713,original and cof,0,1,357,test,15,21,0,6
714,original and cof,0,1,358,train,145,275,11,141
715,original and cof,0,1,358,test,15,21,0,6
716,original and cof,0,1,359,train,153,270,16,133
717,original and cof,0,1,359,test,15,21,0,6
718,original and cof,0,1,360,train,145,275,11,141
719,original and cof,0,1,360,test,15,21,0,6
720,original and cof,0,1,361,train,154,270,16,132
721,original and cof,0,1,361,test,15,21,0,6
722,original and cof,0,1,362,train,145,275,11,141
723,original and cof,0,1,362,test,15,21,0,6
724,original and cof,0,1,363,train,154,270,16,132
725,original and cof,0,1,363,test,15,21,0,6
726,original and cof,0,1,364,train,145,275,11,141
727,original and cof,0,1,364,test,15,21,0,6
728,original and cof,0,1,365,train,155,270,16,131
729,original and cof,0,1,365,test,15,21,0,6
730,original and cof,0,1,366,train,145,275,11,141
731,original and cof,0,1,366,test,15,21,0,6
732,original and cof,0,1,367,train,155,270,16,131
733,original and cof,0,1,367,test,15,21,0,6
734,original and cof,0,1,368,train,145,275,11,141
735,original and cof,0,1,368,test,15,21,0,6
736,original and cof,0,1,369,train,156,271,15,130
737,original and cof,0,1,369,test,15,21,0,6
738,original and cof,0,1,370,train,147,275,11,139
739,original and cof,0,1,370,test,15,21,0,6
740,original and cof,0,1,371,train,156,272,14,130
741,original and cof,0,1,371,test,15,21,0,6
742,original and cof,0,1,372,train,147,275,11,139
743,original and cof,0,1,372,test,15,21,0,6
744,original and cof,0,1,373,train,158,272,14,128
745,original and cof,0,1,373,test,15,21,0,6
746,original and cof,0,1,374,train,148,275,11,138
747,original and cof,0,1,374,test,15,21,0,6
748,original and cof,0,1,375,train,158,272,14,128
749,original and cof,0,1,375,test,15,21,0,6
750,original and cof,0,1,376,train,149,275,11,137
751,original and cof,0,1,376,test,15,21,0,6
752,original and cof,0,1,377,train,160,272,14,126
753,original and cof,0,1,377,test,15,21,0,6
754,original and cof,0,1,378,train,150,275,11,136
755,original and cof,0,1,378,test,15,21,0,6
756,original and cof,0,1,379,train,165,272,14,121
757,original and cof,0,1,379,test,15,21,0,6
758,original and cof,0,1,380,train,150,277,9,136
759,original and cof,0,1,380,test,15,21,0,6
760,original and cof,0,1,381,train,165,274,12,121
761,original and cof,0,1,381,test,15,21,0,6
762,original and cof,0,1,382,train,151,277,9,135
763,original and cof,0,1,382,test,15,21,0,6
764,original and cof,0,1,383,train,165,274,12,121
765,original and cof,0,1,383,test,15,21,0,6
766,original and cof,0,1,384,train,151,277,9,135
767,original and cof,0,1,384,test,15,21,0,6
768,original and cof,0,1,385,train,169,274,12,117
769,original and cof,0,1,385,test,15,21,0,6
770,original and cof,0,1,386,train,151,277,9,135
771,original and cof,0,1,386,test,15,21,0,6
772,original and cof,0,1,387,train,170,274,12,116
773,original and cof,0,1,387,test,15,21,0,6
774,original and cof,0,1,388,train,151,277,9,135
775,original and cof,0,1,388,test,15,21,0,6
776,original and cof,0,1,389,train,172,274,12,114
777,original and cof,0,1,389,test,15,21,0,6
778,original and cof,0,1,390,train,153,277,9,133
779,original and cof,0,1,390,test,15,21,0,6
780,original and cof,0,1,391,train,175,274,12,111
781,original and cof,0,1,391,test,15,21,0,6
782,original and cof,0,1,392,train,153,277,9,133
783,original and cof,0,1,392,test,15,21,0,6
784,original and cof,0,1,393,train,176,274,12,110
785,original and cof,0,1,393,test,15,21,0,6
786,original and cof,0,1,394,train,154,277,9,132
787,original and cof,0,1,394,test,15,21,0,6
788,original and cof,0,1,395,train,176,274,12,110
789,original and cof,0,1,395,test,15,21,0,6
790,original and cof,0,1,396,train,154,277,9,132
791,original and cof,0,1,396,test,15,21,0,6
792,original and cof,0,1,397,train,179,274,12,107
793,original and cof,0,1,397,test,15,21,0,6
794,original and cof,0,1,398,train,154,277,9,132
795,original and cof,0,1,398,test,15,21,0,6
796,original and cof,0,1,399,train,183,272,14,103
797,original and cof,0,1,399,test,15,21,0,6
798,original and cof,0,1,400,train,155,277,9,131
799,original and cof,0,1,400,test,15,21,0,6
800,original and cof,0,2,1,train,0,286,0,286
801,original and cof,0,2,1,test,0,21,0,21
802,original and cof,0,2,2,train,42,286,0,244
803,original and cof,0,2,2,test,0,21,0,21
804,original and cof,0,2,3,train,196,225,61,90
805,original and cof,0,2,3,test,15,15,6,6
806,original and cof,0,2,4,train,286,0,286,0
807,original and cof,0,2,4,test,21,0,21,0
808,original and cof,0,2,5,train,286,0,286,0
809,original and cof,0,2,5,test,21,0,21,0
810,original and cof,0,2,6,train,286,0,286,0
811,original and cof,0,2,6,test,21,0,21,0
812,original and cof,0,2,7,train,286,0,286,0
813,original and cof,0,2,7,test,21,0,21,0
814,original and cof,0,2,8,train,286,0,286,0
815,original and cof,0,2,8,test,21,0,21,0
816,original and cof,0,2,9,train,286,1,285,0
817,original and cof,0,2,9,test,21,0,21,0
818,original and cof,0,2,10,train,284,4,282,2
819,original and cof,0,2,10,test,21,0,21,0
820,original and cof,0,2,11,train,283,10,276,3
821,original and cof,0,2,11,test,21,2,19,0
822,original and cof,0,2,12,train,270,24,262,16
823,original and cof,0,2,12,test,21,2,19,0
824,original and cof,0,2,13,train,260,42,244,26
825,original and cof,0,2,13,test,21,5,16,0
826,original and cof,0,2,14,train,243,56,230,43
827,original and cof,0,2,14,test,21,6,15,0
828,original and cof,0,2,15,train,230,69,217,56
829,original and cof,0,2,15,test,21,8,13,0
830,original and cof,0,2,16,train,225,93,193,61
831,original and cof,0,2,16,test,21,10,11,0
832,original and cof,0,2,17,train,225,115,171,61
833,original and cof,0,2,17,test,21,11,10,0
834,original and cof,0,2,18,train,211,133,153,75
835,original and cof,0,2,18,test,21,11,10,0
836,original and cof,0,2,19,train,203,152,134,83
837,original and cof,0,2,19,test,21,11,10,0
838,original and cof,0,2,20,train,189,161,125,97
839,original and cof,0,2,20,test,21,12,9,0
840,original and cof,0,2,21,train,181,168,118,105
841,original and cof,0,2,21,test,21,14,7,0
842,original and cof,0,2,22,train,172,174,112,114
843,original and cof,0,2,22,test,21,15,6,0
844,original and cof,0,2,23,train,169,181,105,117
845,original and cof,0,2,23,test,21,16,5,0
846,original and cof,0,2,24,train,164,185,101,122
847,original and cof,0,2,24,test,21,18,3,0
848,original and cof,0,2,25,train,162,192,94,124
849,original and cof,0,2,25,test,21,18,3,0
850,original and cof,0,2,26,train,161,196,90,125
851,original and cof,0,2,26,test,21,18,3,0
852,original and cof,0,2,27,train,160,203,83,126
853,original and cof,0,2,27,test,20,18,3,1
854,original and cof,0,2,28,train,156,204,82,130
855,original and cof,0,2,28,test,20,18,3,1
856,original and cof,0,2,29,train,152,208,78,134
857,original and cof,0,2,29,test,20,18,3,1
858,original and cof,0,2,30,train,151,210,76,135
859,original and cof,0,2,30,test,20,18,3,1
860,original and cof,0,2,31,train,150,211,75,136
861,original and cof,0,2,31,test,20,18,3,1
862,original and cof,0,2,32,train,150,216,70,136
863,original and cof,0,2,32,test,20,18,3,1
864,original and cof,0,2,33,train,150,218,68,136
865,original and cof,0,2,33,test,20,18,3,1
866,original and cof,0,2,34,train,150,218,68,136
867,original and cof,0,2,34,test,20,18,3,1
868,original and cof,0,2,35,train,150,220,66,136
869,original and cof,0,2,35,test,20,18,3,1
870,original and cof,0,2,36,train,148,220,66,138
871,original and cof,0,2,36,test,20,18,3,1
872,original and cof,0,2,37,train,148,222,64,138
873,original and cof,0,2,37,test,20,18,3,1
874,original and cof,0,2,38,train,148,222,64,138
875,original and cof,0,2,38,test,20,18,3,1
876,original and cof,0,2,39,train,147,223,63,139
877,original and cof,0,2,39,test,20,18,3,1
878,original and cof,0,2,40,train,147,224,62,139
879,original and cof,0,2,40,test,20,18,3,1
880,original and cof,0,2,41,train,147,224,62,139
881,original and cof,0,2,41,test,18,18,3,3
882,original and cof,0,2,42,train,147,227,59,139
883,original and cof,0,2,42,test,18,18,3,3
884,original and cof,0,2,43,train,147,230,56,139
885,original and cof,0,2,43,test,18,18,3,3
886,original and cof,0,2,44,train,147,234,52,139
887,original and cof,0,2,44,test,18,18,3,3
888,original and cof,0,2,45,train,147,234,52,139
889,original and cof,0,2,45,test,18,18,3,3
890,original and cof,0,2,46,train,147,235,51,139
891,original and cof,0,2,46,test,18,18,3,3
892,original and cof,0,2,47,train,147,235,51,139
893,original and cof,0,2,47,test,18,18,3,3
894,original and cof,0,2,48,train,147,236,50,139
895,original and cof,0,2,48,test,18,18,3,3
896,original and cof,0,2,49,train,147,236,50,139
897,original and cof,0,2,49,test,18,18,3,3
898,original and cof,0,2,50,train,147,236,50,139
899,original and cof,0,2,50,test,18,18,3,3
900,original and cof,0,2,51,train,147,236,50,139
901,original and cof,0,2,51,test,18,18,3,3
902,original and cof,0,2,52,train,147,238,48,139
903,original and cof,0,2,52,test,18,18,3,3
904,original and cof,0,2,53,train,147,239,47,139
905,original and cof,0,2,53,test,18,18,3,3
906,original and cof,0,2,54,train,147,239,47,139
907,original and cof,0,2,54,test,18,18,3,3
908,original and cof,0,2,55,train,147,239,47,139
909,original and cof,0,2,55,test,18,18,3,3
910,original and cof,0,2,56,train,147,239,47,139
911,original and cof,0,2,56,test,18,18,3,3
912,original and cof,0,2,57,train,147,239,47,139
913,original and cof,0,2,57,test,18,18,3,3
914,original and cof,0,2,58,train,147,239,47,139
915,original and cof,0,2,58,test,18,18,3,3
916,original and cof,0,2,59,train,147,239,47,139
917,original and cof,0,2,59,test,18,18,3,3
918,original and cof,0,2,60,train,147,239,47,139
919,original and cof,0,2,60,test,18,18,3,3
920,original and cof,0,2,61,train,147,239,47,139
921,original and cof,0,2,61,test,18,18,3,3
922,original and cof,0,2,62,train,147,240,46,139
923,original and cof,0,2,62,test,18,18,3,3
924,original and cof,0,2,63,train,147,240,46,139
925,original and cof,0,2,63,test,18,18,3,3
926,original and cof,0,2,64,train,147,240,46,139
927,original and cof,0,2,64,test,18,18,3,3
928,original and cof,0,2,65,train,147,240,46,139
929,original and cof,0,2,65,test,18,18,3,3
930,original and cof,0,2,66,train,147,240,46,139
931,original and cof,0,2,66,test,18,18,3,3
932,original and cof,0,2,67,train,147,240,46,139
933,original and cof,0,2,67,test,18,18,3,3
934,original and cof,0,2,68,train,147,240,46,139
935,original and cof,0,2,68,test,18,18,3,3
936,original and cof,0,2,69,train,147,242,44,139
937,original and cof,0,2,69,test,18,18,3,3
938,original and cof,0,2,70,train,147,242,44,139
939,original and cof,0,2,70,test,18,18,3,3
940,original and cof,0,2,71,train,147,242,44,139
941,original and cof,0,2,71,test,18,18,3,3
942,original and cof,0,2,72,train,147,242,44,139
943,original and cof,0,2,72,test,18,18,3,3
944,original and cof,0,2,73,train,147,243,43,139
945,original and cof,0,2,73,test,18,18,3,3
946,original and cof,0,2,74,train,147,243,43,139
947,original and cof,0,2,74,test,18,18,3,3
948,original and cof,0,2,75,train,147,245,41,139
949,original and cof,0,2,75,test,18,18,3,3
950,original and cof,0,2,76,train,147,245,41,139
951,original and cof,0,2,76,test,18,18,3,3
952,original and cof,0,2,77,train,147,245,41,139
953,original and cof,0,2,77,test,18,18,3,3
954,original and cof,0,2,78,train,152,245,41,134
955,original and cof,0,2,78,test,18,18,3,3
956,original and cof,0,2,79,train,152,245,41,134
957,original and cof,0,2,79,test,18,18,3,3
958,original and cof,0,2,80,train,152,245,41,134
959,original and cof,0,2,80,test,18,18,3,3
960,original and cof,0,2,81,train,152,245,41,134
961,original and cof,0,2,81,test,18,18,3,3
962,original and cof,0,2,82,train,152,245,41,134
963,original and cof,0,2,82,test,18,18,3,3
964,original and cof,0,2,83,train,152,245,41,134
965,original and cof,0,2,83,test,18,18,3,3
966,original and cof,0,2,84,train,152,246,40,134
967,original and cof,0,2,84,test,18,18,3,3
968,original and cof,0,2,85,train,153,246,40,133
