,method,seed,k,epoch,train_test,tp,tn,fp,fn
16561,original,0,1,281,test,16,21,0,5
16562,original,0,1,282,train,134,270,16,152
16563,original,0,1,282,test,16,21,0,5
16564,original,0,1,283,train,134,268,18,152
16565,original,0,1,283,test,16,21,0,5
16566,original,0,1,284,train,134,270,16,152
16567,original,0,1,284,test,16,21,0,5
16568,original,0,1,285,train,134,268,18,152
16569,original,0,1,285,test,16,21,0,5
16570,original,0,1,286,train,134,270,16,152
16571,original,0,1,286,test,16,21,0,5
16572,original,0,1,287,train,134,268,18,152
16573,original,0,1,287,test,16,21,0,5
16574,original,0,1,288,train,134,270,16,152
16575,original,0,1,288,test,15,21,0,6
16576,original,0,1,289,train,134,268,18,152
16577,original,0,1,289,test,16,21,0,5
16578,original,0,1,290,train,134,270,16,152
16579,original,0,1,290,test,15,21,0,6
16580,original,0,1,291,train,134,268,18,152
16581,original,0,1,291,test,16,21,0,5
16582,original,0,1,292,train,134,270,16,152
16583,original,0,1,292,test,15,21,0,6
16584,original,0,1,293,train,134,268,18,152
16585,original,0,1,293,test,16,21,0,5
16586,original,0,1,294,train,134,270,16,152
16587,original,0,1,294,test,15,21,0,6
16588,original,0,1,295,train,134,268,18,152
16589,original,0,1,295,test,16,21,0,5
16590,original,0,1,296,train,134,270,16,152
16591,original,0,1,296,test,15,21,0,6
16592,original,0,1,297,train,134,268,18,152
16593,original,0,1,297,test,16,21,0,5
16594,original,0,1,298,train,134,270,16,152
16595,original,0,1,298,test,15,21,0,6
16596,original,0,1,299,train,134,268,18,152
16597,original,0,1,299,test,16,21,0,5
16598,original,0,1,300,train,134,270,16,152
16599,original,0,1,300,test,15,21,0,6
16600,original,0,1,301,train,134,268,18,152
16601,original,0,1,301,test,16,21,0,5
16602,original,0,1,302,train,134,270,16,152
16603,original,0,1,302,test,15,21,0,6
16604,original,0,1,303,train,134,268,18,152
16605,original,0,1,303,test,16,21,0,5
16606,original,0,1,304,train,134,270,16,152
16607,original,0,1,304,test,15,21,0,6
16608,original,0,1,305,train,134,268,18,152
16609,original,0,1,305,test,16,21,0,5
16610,original,0,1,306,train,134,270,16,152
16611,original,0,1,306,test,15,21,0,6
16612,original,0,1,307,train,134,269,17,152
16613,original,0,1,307,test,16,21,0,5
16614,original,0,1,308,train,134,270,16,152
16615,original,0,1,308,test,15,21,0,6
16616,original,0,1,309,train,134,269,17,152
16617,original,0,1,309,test,16,21,0,5
16618,original,0,1,310,train,134,272,14,152
16619,original,0,1,310,test,15,21,0,6
16620,original,0,1,311,train,136,269,17,150
16621,original,0,1,311,test,16,21,0,5
16622,original,0,1,312,train,134,272,14,152
16623,original,0,1,312,test,15,21,0,6
16624,original,0,1,313,train,136,269,17,150
16625,original,0,1,313,test,16,21,0,5
16626,original,0,1,314,train,134,272,14,152
16627,original,0,1,314,test,15,21,0,6
16628,original,0,1,315,train,136,270,16,150
16629,original,0,1,315,test,16,21,0,5
16630,original,0,1,316,train,134,272,14,152
16631,original,0,1,316,test,15,21,0,6
16632,original,0,1,317,train,136,270,16,150
16633,original,0,1,317,test,16,21,0,5
16634,original,0,1,318,train,134,274,12,152
16635,original,0,1,318,test,15,21,0,6
16636,original,0,1,319,train,136,270,16,150
16637,original,0,1,319,test,16,21,0,5
16638,original,0,1,320,train,134,274,12,152
16639,original,0,1,320,test,15,21,0,6
16640,original,0,1,321,train,136,270,16,150
16641,original,0,1,321,test,16,21,0,5
16642,original,0,1,322,train,134,274,12,152
16643,original,0,1,322,test,15,21,0,6
16644,original,0,1,323,train,136,270,16,150
16645,original,0,1,323,test,16,21,0,5
16646,original,0,1,324,train,134,274,12,152
16647,original,0,1,324,test,15,21,0,6
16648,original,0,1,325,train,136,270,16,150
16649,original,0,1,325,test,16,21,0,5
16650,original,0,1,326,train,134,274,12,152
16651,original,0,1,326,test,15,21,0,6
16652,original,0,1,327,train,138,270,16,148
16653,original,0,1,327,test,16,21,0,5
16654,original,0,1,328,train,134,274,12,152
16655,original,0,1,328,test,15,21,0,6
16656,original,0,1,329,train,141,270,16,145
16657,original,0,1,329,test,16,21,0,5
16658,original,0,1,330,train,136,274,12,150
16659,original,0,1,330,test,15,21,0,6
16660,original,0,1,331,train,142,270,16,144
16661,original,0,1,331,test,16,21,0,5
16662,original,0,1,332,train,136,274,12,150
16663,original,0,1,332,test,15,21,0,6
16664,original,0,1,333,train,145,270,16,141
16665,original,0,1,333,test,16,21,0,5
16666,original,0,1,334,train,136,274,12,150
16667,original,0,1,334,test,15,21,0,6
16668,original,0,1,335,train,145,270,16,141
16669,original,0,1,335,test,16,21,0,5
16670,original,0,1,336,train,136,274,12,150
16671,original,0,1,336,test,15,21,0,6
16672,original,0,1,337,train,145,270,16,141
16673,original,0,1,337,test,16,21,0,5
16674,original,0,1,338,train,136,274,12,150
16675,original,0,1,338,test,15,21,0,6
16676,original,0,1,339,train,145,270,16,141
16677,original,0,1,339,test,16,21,0,5
16678,original,0,1,340,train,136,274,12,150
16679,original,0,1,340,test,15,21,0,6
16680,original,0,1,341,train,145,270,16,141
16681,original,0,1,341,test,15,21,0,6
16682,original,0,1,342,train,136,275,11,150
16683,original,0,1,342,test,15,21,0,6
16684,original,0,1,343,train,147,270,16,139
16685,original,0,1,343,test,15,21,0,6
16686,original,0,1,344,train,136,275,11,150
16687,original,0,1,344,test,15,21,0,6
16688,original,0,1,345,train,148,270,16,138
16689,original,0,1,345,test,15,21,0,6
16690,original,0,1,346,train,136,275,11,150
16691,original,0,1,346,test,15,21,0,6
16692,original,0,1,347,train,149,270,16,137
16693,original,0,1,347,test,15,21,0,6
16694,original,0,1,348,train,137,275,11,149
16695,original,0,1,348,test,15,21,0,6
16696,original,0,1,349,train,150,270,16,136
16697,original,0,1,349,test,15,21,0,6
16698,original,0,1,350,train,139,275,11,147
16699,original,0,1,350,test,15,21,0,6
16700,original,0,1,351,train,150,270,16,136
16701,original,0,1,351,test,15,21,0,6
16702,original,0,1,352,train,141,275,11,145
16703,original,0,1,352,test,15,21,0,6
16704,original,0,1,353,train,151,270,16,135
16705,original,0,1,353,test,15,21,0,6
16706,original,0,1,354,train,142,275,11,144
16707,original,0,1,354,test,15,21,0,6
16708,original,0,1,355,train,151,270,16,135
16709,original,0,1,355,test,15,21,0,6
16710,original,0,1,356,train,143,275,11,143
16711,original,0,1,356,test,15,21,0,6
16712,original,0,1,357,train,153,270,16,133
16713,original,0,1,357,test,15,21,0,6
16714,original,0,1,358,train,145,275,11,141
16715,original,0,1,358,test,15,21,0,6
16716,original,0,1,359,train,153,270,16,133
16717,original,0,1,359,test,15,21,0,6
16718,original,0,1,360,train,145,275,11,141
16719,original,0,1,360,test,15,21,0,6
16720,original,0,1,361,train,154,270,16,132
16721,original,0,1,361,test,15,21,0,6
16722,original,0,1,362,train,145,275,11,141
16723,original,0,1,362,test,15,21,0,6
16724,original,0,1,363,train,154,270,16,132
16725,original,0,1,363,test,15,21,0,6
16726,original,0,1,364,train,145,275,11,141
16727,original,0,1,364,test,15,21,0,6
16728,original,0,1,365,train,155,270,16,131
16729,original,0,1,365,test,15,21,0,6
16730,original,0,1,366,train,145,275,11,141
16731,original,0,1,366,test,15,21,0,6
16732,original,0,1,367,train,155,270,16,131
16733,original,0,1,367,test,15,21,0,6
16734,original,0,1,368,train,145,275,11,141
16735,original,0,1,368,test,15,21,0,6
16736,original,0,1,369,train,156,271,15,130
16737,original,0,1,369,test,15,21,0,6
16738,original,0,1,370,train,147,275,11,139
16739,original,0,1,370,test,15,21,0,6
16740,original,0,1,371,train,156,272,14,130
16741,original,0,1,371,test,15,21,0,6
16742,original,0,1,372,train,147,275,11,139
16743,original,0,1,372,test,15,21,0,6
16744,original,0,1,373,train,158,272,14,128
16745,original,0,1,373,test,15,21,0,6
16746,original,0,1,374,train,148,275,11,138
16747,original,0,1,374,test,15,21,0,6
16748,original,0,1,375,train,158,272,14,128
16749,original,0,1,375,test,15,21,0,6
16750,original,0,1,376,train,149,275,11,137
16751,original,0,1,376,test,15,21,0,6
16752,original,0,1,377,train,160,272,14,126
16753,original,0,1,377,test,15,21,0,6
16754,original,0,1,378,train,150,275,11,136
16755,original,0,1,378,test,15,21,0,6
16756,original,0,1,379,train,165,272,14,121
16757,original,0,1,379,test,15,21,0,6
16758,original,0,1,380,train,150,277,9,136
16759,original,0,1,380,test,15,21,0,6
16760,original,0,1,381,train,165,274,12,121
16761,original,0,1,381,test,15,21,0,6
16762,original,0,1,382,train,151,277,9,135
16763,original,0,1,382,test,15,21,0,6
16764,original,0,1,383,train,165,274,12,121
16765,original,0,1,383,test,15,21,0,6
16766,original,0,1,384,train,151,277,9,135
16767,original,0,1,384,test,15,21,0,6
16768,original,0,1,385,train,169,274,12,117
16769,original,0,1,385,test,15,21,0,6
16770,original,0,1,386,train,151,277,9,135
16771,original,0,1,386,test,15,21,0,6
16772,original,0,1,387,train,170,274,12,116
16773,original,0,1,387,test,15,21,0,6
16774,original,0,1,388,train,151,277,9,135
16775,original,0,1,388,test,15,21,0,6
16776,original,0,1,389,train,172,274,12,114
16777,original,0,1,389,test,15,21,0,6
16778,original,0,1,390,train,153,277,9,133
16779,original,0,1,390,test,15,21,0,6
16780,original,0,1,391,train,175,274,12,111
16781,original,0,1,391,test,15,21,0,6
16782,original,0,1,392,train,153,277,9,133
16783,original,0,1,392,test,15,21,0,6
16784,original,0,1,393,train,176,274,12,110
16785,original,0,1,393,test,15,21,0,6
16786,original,0,1,394,train,154,277,9,132
16787,original,0,1,394,test,15,21,0,6
16788,original,0,1,395,train,176,274,12,110
16789,original,0,1,395,test,15,21,0,6
16790,original,0,1,396,train,154,277,9,132
16791,original,0,1,396,test,15,21,0,6
16792,original,0,1,397,train,179,274,12,107
16793,original,0,1,397,test,15,21,0,6
16794,original,0,1,398,train,154,277,9,132
16795,original,0,1,398,test,15,21,0,6
16796,original,0,1,399,train,183,272,14,103
16797,original,0,1,399,test,15,21,0,6
16798,original,0,1,400,train,155,277,9,131
16799,original,0,1,400,test,15,21,0,6
16800,original,0,2,1,train,0,286,0,286
16801,original,0,2,1,test,0,21,0,21
16802,original,0,2,2,train,29,286,0,257
16803,original,0,2,2,test,0,21,0,21
16804,original,0,2,3,train,140,233,53,146
16805,original,0,2,3,test,13,17,4,8
16806,original,0,2,4,train,286,0,286,0
16807,original,0,2,4,test,21,0,21,0
16808,original,0,2,5,train,286,0,286,0
16809,original,0,2,5,test,21,0,21,0
16810,original,0,2,6,train,286,0,286,0
16811,original,0,2,6,test,21,0,21,0
16812,original,0,2,7,train,286,0,286,0
16813,original,0,2,7,test,21,0,21,0
16814,original,0,2,8,train,286,0,286,0
16815,original,0,2,8,test,21,0,21,0
16816,original,0,2,9,train,286,0,286,0
16817,original,0,2,9,test,21,0,21,0
16818,original,0,2,10,train,286,1,285,0
16819,original,0,2,10,test,21,0,21,0
16820,original,0,2,11,train,286,4,282,0
16821,original,0,2,11,test,21,0,21,0
16822,original,0,2,12,train,284,15,271,2
16823,original,0,2,12,test,21,2,19,0
16824,original,0,2,13,train,281,29,257,5
16825,original,0,2,13,test,21,2,19,0
16826,original,0,2,14,train,269,44,242,17
16827,original,0,2,14,test,21,4,17,0
16828,original,0,2,15,train,263,59,227,23
16829,original,0,2,15,test,21,6,15,0
16830,original,0,2,16,train,249,69,217,37
16831,original,0,2,16,test,21,7,14,0
16832,original,0,2,17,train,242,92,194,44
16833,original,0,2,17,test,21,10,11,0
16834,original,0,2,18,train,232,106,180,54
16835,original,0,2,18,test,21,11,10,0
16836,original,0,2,19,train,229,131,155,57
16837,original,0,2,19,test,21,11,10,0
16838,original,0,2,20,train,224,147,139,62
16839,original,0,2,20,test,21,11,10,0
16840,original,0,2,21,train,217,158,128,69
16841,original,0,2,21,test,21,12,9,0
16842,original,0,2,22,train,213,167,119,73
16843,original,0,2,22,test,21,14,7,0
16844,original,0,2,23,train,203,170,116,83
16845,original,0,2,23,test,21,14,7,0
16846,original,0,2,24,train,192,178,108,94
16847,original,0,2,24,test,21,16,5,0
16848,original,0,2,25,train,185,181,105,101
16849,original,0,2,25,test,21,17,4,0
16850,original,0,2,26,train,181,188,98,105
16851,original,0,2,26,test,21,17,4,0
16852,original,0,2,27,train,176,194,92,110
16853,original,0,2,27,test,21,18,3,0
16854,original,0,2,28,train,175,200,86,111
16855,original,0,2,28,test,21,18,3,0
16856,original,0,2,29,train,173,201,85,113
16857,original,0,2,29,test,21,18,3,0
16858,original,0,2,30,train,172,205,81,114
16859,original,0,2,30,test,20,18,3,1
16860,original,0,2,31,train,170,207,79,116
16861,original,0,2,31,test,20,18,3,1
16862,original,0,2,32,train,168,210,76,118
16863,original,0,2,32,test,20,18,3,1
16864,original,0,2,33,train,166,212,74,120
16865,original,0,2,33,test,20,18,3,1
16866,original,0,2,34,train,165,213,73,121
16867,original,0,2,34,test,20,18,3,1
16868,original,0,2,35,train,161,213,73,125
16869,original,0,2,35,test,20,18,3,1
16870,original,0,2,36,train,160,217,69,126
16871,original,0,2,36,test,20,18,3,1
16872,original,0,2,37,train,160,218,68,126
16873,original,0,2,37,test,20,18,3,1
16874,original,0,2,38,train,160,222,64,126
16875,original,0,2,38,test,20,18,3,1
16876,original,0,2,39,train,160,223,63,126
16877,original,0,2,39,test,20,18,3,1
16878,original,0,2,40,train,157,226,60,129
16879,original,0,2,40,test,20,18,3,1
16880,original,0,2,41,train,157,226,60,129
16881,original,0,2,41,test,20,18,3,1
16882,original,0,2,42,train,154,229,57,132
16883,original,0,2,42,test,20,18,3,1
16884,original,0,2,43,train,154,229,57,132
16885,original,0,2,43,test,20,18,3,1
16886,original,0,2,44,train,154,230,56,132
16887,original,0,2,44,test,20,18,3,1
16888,original,0,2,45,train,154,231,55,132
16889,original,0,2,45,test,18,18,3,3
16890,original,0,2,46,train,154,232,54,132
16891,original,0,2,46,test,18,18,3,3
16892,original,0,2,47,train,154,232,54,132
16893,original,0,2,47,test,18,18,3,3
16894,original,0,2,48,train,154,232,54,132
16895,original,0,2,48,test,18,18,3,3
16896,original,0,2,49,train,154,233,53,132
16897,original,0,2,49,test,18,18,3,3
16898,original,0,2,50,train,154,234,52,132
16899,original,0,2,50,test,18,18,3,3
16900,original,0,2,51,train,154,235,51,132
16901,original,0,2,51,test,18,18,3,3
16902,original,0,2,52,train,154,235,51,132
16903,original,0,2,52,test,18,18,3,3
16904,original,0,2,53,train,154,236,50,132
16905,original,0,2,53,test,18,18,3,3
16906,original,0,2,54,train,153,237,49,133
16907,original,0,2,54,test,18,18,3,3
16908,original,0,2,55,train,153,238,48,133
16909,original,0,2,55,test,18,18,3,3
16910,original,0,2,56,train,153,238,48,133
16911,original,0,2,56,test,18,18,3,3
16912,original,0,2,57,train,153,239,47,133
16913,original,0,2,57,test,18,18,3,3
16914,original,0,2,58,train,153,239,47,133
16915,original,0,2,58,test,18,18,3,3
16916,original,0,2,59,train,153,239,47,133
16917,original,0,2,59,test,18,18,3,3
16918,original,0,2,60,train,153,239,47,133
16919,original,0,2,60,test,18,18,3,3
16920,original,0,2,61,train,153,239,47,133
16921,original,0,2,61,test,18,18,3,3
16922,original,0,2,62,train,153,239,47,133
16923,original,0,2,62,test,18,18,3,3
16924,original,0,2,63,train,153,240,46,133
16925,original,0,2,63,test,18,18,3,3
16926,original,0,2,64,train,153,240,46,133
16927,original,0,2,64,test,18,18,3,3
16928,original,0,2,65,train,153,241,45,133
16929,original,0,2,65,test,18,18,3,3
16930,original,0,2,66,train,153,241,45,133
16931,original,0,2,66,test,18,18,3,3
16932,original,0,2,67,train,153,241,45,133
16933,original,0,2,67,test,18,18,3,3
16934,original,0,2,68,train,153,242,44,133
16935,original,0,2,68,test,18,18,3,3
16936,original,0,2,69,train,153,242,44,133
16937,original,0,2,69,test,18,18,3,3
16938,original,0,2,70,train,153,242,44,133
16939,original,0,2,70,test,18,18,3,3
16940,original,0,2,71,train,153,242,44,133
16941,original,0,2,71,test,18,18,3,3
16942,original,0,2,72,train,153,242,44,133
16943,original,0,2,72,test,18,18,3,3
16944,original,0,2,73,train,153,242,44,133
16945,original,0,2,73,test,18,18,3,3
16946,original,0,2,74,train,153,242,44,133
16947,original,0,2,74,test,18,18,3,3
16948,original,0,2,75,train,153,242,44,133
16949,original,0,2,75,test,18,18,3,3
16950,original,0,2,76,train,153,242,44,133
16951,original,0,2,76,test,18,18,3,3
16952,original,0,2,77,train,153,242,44,133
16953,original,0,2,77,test,18,18,3,3
16954,original,0,2,78,train,155,242,44,131
16955,original,0,2,78,test,18,18,3,3
16956,original,0,2,79,train,156,243,43,130
16957,original,0,2,79,test,18,18,3,3
16958,original,0,2,80,train,156,243,43,130
16959,original,0,2,80,test,18,18,3,3
16960,original,0,2,81,train,156,243,43,130
16961,original,0,2,81,test,18,19,2,3
16962,original,0,2,82,train,158,243,43,128
16963,original,0,2,82,test,18,19,2,3
16964,original,0,2,83,train,158,244,42,128
16965,original,0,2,83,test,18,19,2,3
16966,original,0,2,84,train,159,244,42,127
16967,original,0,2,84,test,18,19,2,3
16968,original,0,2,85,train,160,244,42,126
16969,original,0,2,85,test,18,19,2,3
16970,original,0,2,86,train,161,244,42,125
16971,original,0,2,86,test,18,19,2,3
16972,original,0,2,87,train,161,244,42,125
16973,original,0,2,87,test,18,19,2,3
16974,original,0,2,88,train,161,244,42,125
16975,original,0,2,88,test,18,19,2,3
16976,original,0,2,89,train,165,243,43,121
16977,original,0,2,89,test,18,19,2,3
16978,original,0,2,90,train,165,244,42,121
16979,original,0,2,90,test,18,19,2,3
16980,original,0,2,91,train,165,244,42,121
16981,original,0,2,91,test,18,19,2,3
16982,original,0,2,92,train,165,244,42,121
16983,original,0,2,92,test,18,19,2,3
16984,original,0,2,93,train,165,244,42,121
16985,original,0,2,93,test,18,19,2,3
16986,original,0,2,94,train,165,244,42,121
16987,original,0,2,94,test,18,19,2,3
16988,original,0,2,95,train,166,244,42,120
16989,original,0,2,95,test,18,19,2,3
16990,original,0,2,96,train,166,244,42,120
16991,original,0,2,96,test,18,19,2,3
16992,original,0,2,97,train,166,244,42,120
16993,original,0,2,97,test,18,19,2,3
16994,original,0,2,98,train,166,244,42,120
16995,original,0,2,98,test,18,19,2,3
16996,original,0,2,99,train,166,244,42,120
16997,original,0,2,99,test,18,19,2,3
16998,original,0,2,100,train,167,243,43,119
16999,original,0,2,100,test,18,19,2,3
17000,original,0,2,101,train,167,243,43,119
17001,original,0,2,101,test,18,19,2,3
17002,original,0,2,102,train,171,243,43,115
17003,original,0,2,102,test,18,19,2,3
17004,original,0,2,103,train,173,243,43,113
17005,original,0,2,103,test,18,19,2,3
17006,original,0,2,104,train,173,243,43,113
17007,original,0,2,104,test,18,19,2,3
17008,original,0,2,105,train,174,243,43,112
17009,original,0,2,105,test,18,19,2,3
17010,original,0,2,106,train,174,243,43,112
17011,original,0,2,106,test,18,19,2,3
17012,original,0,2,107,train,175,243,43,111
17013,original,0,2,107,test,18,19,2,3
17014,original,0,2,108,train,177,244,42,109
17015,original,0,2,108,test,18,19,2,3
17016,original,0,2,109,train,177,245,41,109
17017,original,0,2,109,test,18,19,2,3
17018,original,0,2,110,train,177,245,41,109
17019,original,0,2,110,test,18,19,2,3
17020,original,0,2,111,train,179,245,41,107
17021,original,0,2,111,test,18,19,2,3
17022,original,0,2,112,train,180,245,41,106
17023,original,0,2,112,test,18,19,2,3
17024,original,0,2,113,train,181,245,41,105
17025,original,0,2,113,test,18,19,2,3
17026,original,0,2,114,train,181,245,41,105
17027,original,0,2,114,test,18,19,2,3
17028,original,0,2,115,train,181,244,42,105
17029,original,0,2,115,test,18,19,2,3
17030,original,0,2,116,train,181,244,42,105
17031,original,0,2,116,test,18,19,2,3
17032,original,0,2,117,train,182,244,42,104
17033,original,0,2,117,test,18,19,2,3
17034,original,0,2,118,train,182,244,42,104
17035,original,0,2,118,test,18,19,2,3
17036,original,0,2,119,train,182,244,42,104
17037,original,0,2,119,test,18,19,2,3
17038,original,0,2,120,train,182,244,42,104
17039,original,0,2,120,test,18,19,2,3
17040,original,0,2,121,train,182,244,42,104
17041,original,0,2,121,test,18,19,2,3
17042,original,0,2,122,train,184,244,42,102
17043,original,0,2,122,test,18,19,2,3
17044,original,0,2,123,train,186,244,42,100
17045,original,0,2,123,test,18,19,2,3
17046,original,0,2,124,train,186,244,42,100
17047,original,0,2,124,test,18,19,2,3
17048,original,0,2,125,train,187,244,42,99
17049,original,0,2,125,test,18,19,2,3
17050,original,0,2,126,train,188,244,42,98
17051,original,0,2,126,test,18,19,2,3
17052,original,0,2,127,train,192,244,42,94
17053,original,0,2,127,test,18,19,2,3
17054,original,0,2,128,train,193,244,42,93
17055,original,0,2,128,test,18,19,2,3
17056,original,0,2,129,train,194,244,42,92
17057,original,0,2,129,test,18,19,2,3
17058,original,0,2,130,train,195,243,43,91
17059,original,0,2,130,test,18,19,2,3
17060,original,0,2,131,train,197,243,43,89
17061,original,0,2,131,test,18,19,2,3
17062,original,0,2,132,train,199,243,43,87
17063,original,0,2,132,test,18,19,2,3
17064,original,0,2,133,train,199,244,42,87
17065,original,0,2,133,test,18,19,2,3
17066,original,0,2,134,train,199,244,42,87
17067,original,0,2,134,test,18,19,2,3
17068,original,0,2,135,train,199,244,42,87
17069,original,0,2,135,test,18,19,2,3
17070,original,0,2,136,train,200,244,42,86
17071,original,0,2,136,test,18,19,2,3
17072,original,0,2,137,train,201,244,42,85
17073,original,0,2,137,test,18,19,2,3
17074,original,0,2,138,train,201,244,42,85
17075,original,0,2,138,test,18,19,2,3
17076,original,0,2,139,train,202,244,42,84
17077,original,0,2,139,test,18,19,2,3
17078,original,0,2,140,train,204,245,41,82
17079,original,0,2,140,test,18,19,2,3
17080,original,0,2,141,train,204,245,41,82
17081,original,0,2,141,test,18,19,2,3
17082,original,0,2,142,train,205,245,41,81
17083,original,0,2,142,test,18,19,2,3
17084,original,0,2,143,train,206,245,41,80
17085,original,0,2,143,test,18,19,2,3
17086,original,0,2,144,train,208,245,41,78
17087,original,0,2,144,test,18,19,2,3
17088,original,0,2,145,train,208,245,41,78
17089,original,0,2,145,test,18,19,2,3
17090,original,0,2,146,train,208,245,41,78
17091,original,0,2,146,test,18,19,2,3
17092,original,0,2,147,train,209,245,41,77
17093,original,0,2,147,test,18,19,2,3
17094,original,0,2,148,train,209,245,41,77
17095,original,0,2,148,test,18,19,2,3
17096,original,0,2,149,train,209,245,41,77
17097,original,0,2,149,test,18,19,2,3
17098,original,0,2,150,train,209,245,41,77
17099,original,0,2,150,test,18,19,2,3
17100,original,0,2,151,train,210,245,41,76
17101,original,0,2,151,test,18,19,2,3
17102,original,0,2,152,train,210,245,41,76
17103,original,0,2,152,test,18,19,2,3
17104,original,0,2,153,train,211,246,40,75
17105,original,0,2,153,test,18,19,2,3
17106,original,0,2,154,train,214,247,39,72
17107,original,0,2,154,test,17,19,2,4
17108,original,0,2,155,train,216,248,38,70
17109,original,0,2,155,test,17,19,2,4
17110,original,0,2,156,train,218,248,38,68
17111,original,0,2,156,test,17,19,2,4
17112,original,0,2,157,train,218,248,38,68
17113,original,0,2,157,test,17,19,2,4
17114,original,0,2,158,train,221,248,38,65
17115,original,0,2,158,test,17,19,2,4
17116,original,0,2,159,train,222,248,38,64
17117,original,0,2,159,test,17,19,2,4
17118,original,0,2,160,train,222,248,38,64
17119,original,0,2,160,test,17,19,2,4
17120,original,0,2,161,train,222,248,38,64
17121,original,0,2,161,test,17,19,2,4
17122,original,0,2,162,train,222,248,38,64
17123,original,0,2,162,test,17,19,2,4
17124,original,0,2,163,train,222,247,39,64
17125,original,0,2,163,test,17,19,2,4
17126,original,0,2,164,train,222,247,39,64
17127,original,0,2,164,test,17,19,2,4
17128,original,0,2,165,train,222,247,39,64
17129,original,0,2,165,test,17,19,2,4
17130,original,0,2,166,train,222,247,39,64
17131,original,0,2,166,test,17,19,2,4
17132,original,0,2,167,train,223,246,40,63
17133,original,0,2,167,test,17,19,2,4
17134,original,0,2,168,train,223,246,40,63
17135,original,0,2,168,test,17,19,2,4
17136,original,0,2,169,train,223,245,41,63
17137,original,0,2,169,test,17,19,2,4
17138,original,0,2,170,train,224,245,41,62
17139,original,0,2,170,test,17,19,2,4
17140,original,0,2,171,train,224,245,41,62
17141,original,0,2,171,test,17,19,2,4
17142,original,0,2,172,train,224,245,41,62
17143,original,0,2,172,test,17,19,2,4
17144,original,0,2,173,train,226,245,41,60
17145,original,0,2,173,test,17,19,2,4
17146,original,0,2,174,train,227,245,41,59
17147,original,0,2,174,test,17,19,2,4
17148,original,0,2,175,train,227,245,41,59
17149,original,0,2,175,test,17,19,2,4
17150,original,0,2,176,train,227,245,41,59
17151,original,0,2,176,test,17,19,2,4
17152,original,0,2,177,train,227,245,41,59
17153,original,0,2,177,test,17,19,2,4
17154,original,0,2,178,train,227,245,41,59
17155,original,0,2,178,test,17,19,2,4
17156,original,0,2,179,train,229,245,41,57
17157,original,0,2,179,test,17,19,2,4
17158,original,0,2,180,train,230,245,41,56
17159,original,0,2,180,test,17,19,2,4
17160,original,0,2,181,train,233,245,41,53
17161,original,0,2,181,test,17,19,2,4
17162,original,0,2,182,train,233,245,41,53
17163,original,0,2,182,test,17,19,2,4
17164,original,0,2,183,train,235,245,41,51
17165,original,0,2,183,test,17,19,2,4
17166,original,0,2,184,train,236,245,41,50
17167,original,0,2,184,test,17,19,2,4
17168,original,0,2,185,train,236,245,41,50
17169,original,0,2,185,test,17,19,2,4
17170,original,0,2,186,train,236,245,41,50
17171,original,0,2,186,test,17,19,2,4
17172,original,0,2,187,train,236,245,41,50
17173,original,0,2,187,test,17,19,2,4
17174,original,0,2,188,train,236,245,41,50
17175,original,0,2,188,test,17,19,2,4
17176,original,0,2,189,train,236,245,41,50
17177,original,0,2,189,test,17,19,2,4
17178,original,0,2,190,train,237,245,41,49
17179,original,0,2,190,test,17,19,2,4
17180,original,0,2,191,train,237,245,41,49
17181,original,0,2,191,test,17,19,2,4
17182,original,0,2,192,train,237,245,41,49
17183,original,0,2,192,test,17,19,2,4
17184,original,0,2,193,train,237,245,41,49
17185,original,0,2,193,test,17,19,2,4
17186,original,0,2,194,train,237,245,41,49
17187,original,0,2,194,test,17,19,2,4
17188,original,0,2,195,train,237,246,40,49
17189,original,0,2,195,test,17,18,3,4
17190,original,0,2,196,train,237,246,40,49
17191,original,0,2,196,test,17,18,3,4
17192,original,0,2,197,train,238,246,40,48
17193,original,0,2,197,test,17,18,3,4
17194,original,0,2,198,train,237,247,39,49
17195,original,0,2,198,test,17,18,3,4
17196,original,0,2,199,train,240,245,41,46
17197,original,0,2,199,test,17,18,3,4
17198,original,0,2,200,train,237,248,38,49
17199,original,0,2,200,test,17,19,2,4
17200,original,0,2,201,train,240,243,43,46
17201,original,0,2,201,test,17,18,3,4
17202,original,0,2,202,train,237,250,36,49
17203,original,0,2,202,test,17,19,2,4
17204,original,0,2,203,train,241,242,44,45
17205,original,0,2,203,test,17,18,3,4
17206,original,0,2,204,train,237,250,36,49
17207,original,0,2,204,test,17,19,2,4
17208,original,0,2,205,train,241,242,44,45
17209,original,0,2,205,test,17,18,3,4
17210,original,0,2,206,train,237,250,36,49
17211,original,0,2,206,test,17,18,3,4
17212,original,0,2,207,train,241,243,43,45
17213,original,0,2,207,test,17,18,3,4
17214,original,0,2,208,train,240,250,36,46
17215,original,0,2,208,test,17,18,3,4
17216,original,0,2,209,train,241,243,43,45
17217,original,0,2,209,test,17,18,3,4
17218,original,0,2,210,train,240,250,36,46
17219,original,0,2,210,test,17,18,3,4
17220,original,0,2,211,train,242,243,43,44
17221,original,0,2,211,test,17,18,3,4
17222,original,0,2,212,train,240,250,36,46
17223,original,0,2,212,test,17,18,3,4
17224,original,0,2,213,train,242,243,43,44
17225,original,0,2,213,test,17,18,3,4
